iso_code,name_fr,continent,date,new_deaths_smoothed_per_million
FRA,France,Europe,2020-10-29,3.857
FRA,France,Europe,2020-10-30,4.379
FRA,France,Europe,2020-10-31,4.561
FRA,France,Europe,2020-11-01,5.094
FRA,France,Europe,2020-11-02,5.176
FRA,France,Europe,2020-11-03,6.762
FRA,France,Europe,2020-11-04,6.149
FRA,France,Europe,2020-11-05,6.407
FRA,France,Europe,2020-11-06,7.003
FRA,France,Europe,2020-11-07,7.174
FRA,France,Europe,2020-11-08,7.257
FRA,France,Europe,2020-11-09,7.536
FRA,France,Europe,2020-11-10,7.434
FRA,France,Europe,2020-11-11,8.193
FRA,France,Europe,2020-11-12,8.322
FRA,France,Europe,2020-11-13,8.542
FRA,France,Europe,2020-11-14,8.648
FRA,France,Europe,2020-11-15,8.718
FRA,France,Europe,2020-11-16,8.614
FRA,France,Europe,2020-11-17,8.603
FRA,France,Europe,2020-11-18,8.821
FRA,France,Europe,2020-11-19,8.825
FRA,France,Europe,2020-11-20,9.265
FRA,France,Europe,2020-11-21,9.052
FRA,France,Europe,2020-11-22,8.864
FRA,France,Europe,2020-11-23,8.853
FRA,France,Europe,2020-11-24,8.398
FRA,France,Europe,2020-11-25,8.307
FRA,France,Europe,2020-11-26,8.126
FRA,France,Europe,2020-11-27,7.741
FRA,France,Europe,2020-11-28,7.656
FRA,France,Europe,2020-11-29,7.622
FRA,France,Europe,2020-11-30,7.417
FRA,France,Europe,2020-12-01,6.923
FRA,France,Europe,2020-12-02,6.76
FRA,France,Europe,2020-12-03,6.745
FRA,France,Europe,2020-12-04,6.049
FRA,France,Europe,2020-12-05,6.049
FRA,France,Europe,2020-12-06,5.999
FRA,France,Europe,2020-12-07,5.908
FRA,France,Europe,2020-12-08,6.037
FRA,France,Europe,2020-12-09,6.007
FRA,France,Europe,2020-12-10,5.948
FRA,France,Europe,2020-12-11,5.944
FRA,France,Europe,2020-12-12,5.903
FRA,France,Europe,2020-12-13,5.853
FRA,France,Europe,2020-12-14,5.874
FRA,France,Europe,2020-12-15,5.774
FRA,France,Europe,2020-12-16,5.76
FRA,France,Europe,2020-12-17,5.686
FRA,France,Europe,2020-12-18,5.652
FRA,France,Europe,2020-12-19,5.643
FRA,France,Europe,2020-12-20,5.603
FRA,France,Europe,2020-12-21,5.557
FRA,France,Europe,2020-12-22,5.58
FRA,France,Europe,2020-12-23,5.552
FRA,France,Europe,2020-12-24,5.616
FRA,France,Europe,2020-12-25,4.658
FRA,France,Europe,2020-12-26,4.567
FRA,France,Europe,2020-12-27,4.656
FRA,France,Europe,2020-12-28,4.685
FRA,France,Europe,2020-12-29,5.039
FRA,France,Europe,2020-12-30,5.096
FRA,France,Europe,2020-12-31,5.011
FRA,France,Europe,2021-01-01,4.956
FRA,France,Europe,2021-01-02,4.977
FRA,France,Europe,2021-01-03,4.857
FRA,France,Europe,2021-01-04,4.893
FRA,France,Europe,2021-01-05,4.679
FRA,France,Europe,2021-01-06,4.633
FRA,France,Europe,2021-01-07,4.685
FRA,France,Europe,2021-01-08,5.654
FRA,France,Europe,2021-01-09,5.679
FRA,France,Europe,2021-01-10,5.753
FRA,France,Europe,2021-01-11,5.599
FRA,France,Europe,2021-01-12,5.332
FRA,France,Europe,2021-01-13,5.22
FRA,France,Europe,2021-01-14,5.237
FRA,France,Europe,2021-01-15,5.332
FRA,France,Europe,2021-01-16,5.385
FRA,France,Europe,2021-01-17,5.364
FRA,France,Europe,2021-01-18,5.559
FRA,France,Europe,2021-01-19,5.377
FRA,France,Europe,2021-01-20,5.548
FRA,France,Europe,2021-01-21,5.681
FRA,France,Europe,2021-01-22,5.709
FRA,France,Europe,2021-01-23,5.787
FRA,France,Europe,2021-01-24,5.853
FRA,France,Europe,2021-01-25,5.941
FRA,France,Europe,2021-01-26,5.853
FRA,France,Europe,2021-01-27,5.937
FRA,France,Europe,2021-01-28,5.931
FRA,France,Europe,2021-01-29,6.295
FRA,France,Europe,2021-01-30,6.318
FRA,France,Europe,2021-01-31,6.366
FRA,France,Europe,2021-02-01,6.388
FRA,France,Europe,2021-02-02,6.624
FRA,France,Europe,2021-02-03,6.641
FRA,France,Europe,2021-02-04,5.914
FRA,France,Europe,2021-02-05,6.309
FRA,France,Europe,2021-02-06,6.204
FRA,France,Europe,2021-02-07,6.153
FRA,France,Europe,2021-02-08,6.161
FRA,France,Europe,2021-02-09,6.157
FRA,France,Europe,2021-02-10,6.026
FRA,France,Europe,2021-02-11,6.787
FRA,France,Europe,2021-02-12,6.02
FRA,France,Europe,2021-02-13,6.037
FRA,France,Europe,2021-02-14,6.028
FRA,France,Europe,2021-02-15,5.927
FRA,France,Europe,2021-02-16,5.637
FRA,France,Europe,2021-02-17,5.667
FRA,France,Europe,2021-02-18,5.478
FRA,France,Europe,2021-02-19,5.324
FRA,France,Europe,2021-02-20,5.235
FRA,France,Europe,2021-02-21,5.218
FRA,France,Europe,2021-02-22,5.053
FRA,France,Europe,2021-02-23,4.724
FRA,France,Europe,2021-02-24,4.656
FRA,France,Europe,2021-02-25,4.635
FRA,France,Europe,2021-02-26,4.565
FRA,France,Europe,2021-02-27,4.624
FRA,France,Europe,2021-02-28,4.546
FRA,France,Europe,2021-03-01,4.633
FRA,France,Europe,2021-03-02,4.605
FRA,France,Europe,2021-03-03,4.698
FRA,France,Europe,2021-03-04,4.766
FRA,France,Europe,2021-03-05,4.554
FRA,France,Europe,2021-03-06,4.523
FRA,France,Europe,2021-03-07,4.54
FRA,France,Europe,2021-03-08,4.514
FRA,France,Europe,2021-03-09,4.402
FRA,France,Europe,2021-03-10,4.254
FRA,France,Europe,2021-03-11,4.22
FRA,France,Europe,2021-03-12,3.764
FRA,France,Europe,2021-03-13,3.761
FRA,France,Europe,2021-03-14,3.924
FRA,France,Europe,2021-03-15,3.878
FRA,France,Europe,2021-03-16,3.952
FRA,France,Europe,2021-03-17,3.603
FRA,France,Europe,2021-03-18,3.91
FRA,France,Europe,2021-03-19,4.041
FRA,France,Europe,2021-03-20,4.058
FRA,France,Europe,2021-03-21,3.912
FRA,France,Europe,2021-03-22,3.916
FRA,France,Europe,2021-03-23,3.679
FRA,France,Europe,2021-03-24,4.015
FRA,France,Europe,2021-03-25,3.599
FRA,France,Europe,2021-03-26,4.893
FRA,France,Europe,2021-03-27,4.922
FRA,France,Europe,2021-03-28,4.907
FRA,France,Europe,2021-03-29,4.943
FRA,France,Europe,2021-03-30,5.14
FRA,France,Europe,2021-03-31,5.261
FRA,France,Europe,2021-04-01,5.436
FRA,France,Europe,2021-04-02,4.241
FRA,France,Europe,2021-04-03,3.84
FRA,France,Europe,2021-04-04,4.343
FRA,France,Europe,2021-04-05,3.998
FRA,France,Europe,2021-04-06,4.093
FRA,France,Europe,2021-04-07,3.48
FRA,France,Europe,2021-04-08,4.419
FRA,France,Europe,2021-04-09,3.73
FRA,France,Europe,2021-04-10,3.751
FRA,France,Europe,2021-04-11,4.442
FRA,France,Europe,2021-04-12,4.84
FRA,France,Europe,2021-04-13,4.669
FRA,France,Europe,2021-04-14,5.269
FRA,France,Europe,2021-04-15,4.305
FRA,France,Europe,2021-04-16,4.992
FRA,France,Europe,2021-04-17,5.368
FRA,France,Europe,2021-04-18,4.193
FRA,France,Europe,2021-04-19,4.324
FRA,France,Europe,2021-04-20,4.385
FRA,France,Europe,2021-04-21,4.461
FRA,France,Europe,2021-04-22,4.421
FRA,France,Europe,2021-04-23,4.423
FRA,France,Europe,2021-04-24,4.483
FRA,France,Europe,2021-04-25,4.493
FRA,France,Europe,2021-04-26,4.389
FRA,France,Europe,2021-04-27,4.332
FRA,France,Europe,2021-04-28,4.294
FRA,France,Europe,2021-04-29,4.36
FRA,France,Europe,2021-04-30,4.271
FRA,France,Europe,2021-05-01,4.218
FRA,France,Europe,2021-05-02,4.151
FRA,France,Europe,2021-05-03,3.967
FRA,France,Europe,2021-05-04,3.776
FRA,France,Europe,2021-05-05,3.626
FRA,France,Europe,2021-05-06,3.438
FRA,France,Europe,2021-05-07,3.356
FRA,France,Europe,2021-05-08,3.322
FRA,France,Europe,2021-05-09,3.326
FRA,France,Europe,2021-05-10,3.286
FRA,France,Europe,2021-05-11,3.273
FRA,France,Europe,2021-05-12,3.146
FRA,France,Europe,2021-05-13,2.96
FRA,France,Europe,2021-05-14,2.795
FRA,France,Europe,2021-05-15,2.66
FRA,France,Europe,2021-05-16,2.588
FRA,France,Europe,2021-05-17,2.385
FRA,France,Europe,2021-05-18,2.336
FRA,France,Europe,2021-05-19,2.245
FRA,France,Europe,2021-05-20,2.25
FRA,France,Europe,2021-05-21,2.144
FRA,France,Europe,2021-05-22,2.095
FRA,France,Europe,2021-05-23,2.072
FRA,France,Europe,2021-05-24,1.789
IND,Inde,Asia,2020-01-30,NA
IND,Inde,Asia,2020-01-31,NA
IND,Inde,Asia,2020-02-01,NA
IND,Inde,Asia,2020-02-02,NA
IND,Inde,Asia,2020-02-03,NA
IND,Inde,Asia,2020-02-04,0
IND,Inde,Asia,2020-02-05,0
IND,Inde,Asia,2020-02-06,0
IND,Inde,Asia,2020-02-07,0
IND,Inde,Asia,2020-02-08,0
IND,Inde,Asia,2020-02-09,0
IND,Inde,Asia,2020-02-10,0
IND,Inde,Asia,2020-02-11,0
IND,Inde,Asia,2020-02-12,0
IND,Inde,Asia,2020-02-13,0
IND,Inde,Asia,2020-02-14,0
IND,Inde,Asia,2020-02-15,0
IND,Inde,Asia,2020-02-16,0
IND,Inde,Asia,2020-02-17,0
IND,Inde,Asia,2020-02-18,0
IND,Inde,Asia,2020-02-19,0
IND,Inde,Asia,2020-02-20,0
IND,Inde,Asia,2020-02-21,0
IND,Inde,Asia,2020-02-22,0
IND,Inde,Asia,2020-02-23,0
IND,Inde,Asia,2020-02-24,0
IND,Inde,Asia,2020-02-25,0
IND,Inde,Asia,2020-02-26,0
IND,Inde,Asia,2020-02-27,0
IND,Inde,Asia,2020-02-28,0
IND,Inde,Asia,2020-02-29,0
IND,Inde,Asia,2020-03-01,0
IND,Inde,Asia,2020-03-02,0
IND,Inde,Asia,2020-03-03,0
IND,Inde,Asia,2020-03-04,0
IND,Inde,Asia,2020-03-05,0
IND,Inde,Asia,2020-03-06,0
IND,Inde,Asia,2020-03-07,0
IND,Inde,Asia,2020-03-08,0
IND,Inde,Asia,2020-03-09,0
IND,Inde,Asia,2020-03-10,0
IND,Inde,Asia,2020-03-11,0
IND,Inde,Asia,2020-03-12,0
IND,Inde,Asia,2020-03-13,0
IND,Inde,Asia,2020-03-14,0
IND,Inde,Asia,2020-03-15,0
IND,Inde,Asia,2020-03-16,0
IND,Inde,Asia,2020-03-17,0
IND,Inde,Asia,2020-03-18,0
IND,Inde,Asia,2020-03-19,0
IND,Inde,Asia,2020-03-20,0
IND,Inde,Asia,2020-03-21,0
IND,Inde,Asia,2020-03-22,0.001
IND,Inde,Asia,2020-03-23,0.001
IND,Inde,Asia,2020-03-24,0.001
IND,Inde,Asia,2020-03-25,0.001
IND,Inde,Asia,2020-03-26,0.002
IND,Inde,Asia,2020-03-27,0.002
IND,Inde,Asia,2020-03-28,0.002
IND,Inde,Asia,2020-03-29,0.002
IND,Inde,Asia,2020-03-30,0.002
IND,Inde,Asia,2020-03-31,0.003
IND,Inde,Asia,2020-04-01,0.005
IND,Inde,Asia,2020-04-02,0.005
IND,Inde,Asia,2020-04-03,0.005
IND,Inde,Asia,2020-04-04,0.006
IND,Inde,Asia,2020-04-05,0.007
IND,Inde,Asia,2020-04-06,0.011
IND,Inde,Asia,2020-04-07,0.012
IND,Inde,Asia,2020-04-08,0.012
IND,Inde,Asia,2020-04-09,0.016
IND,Inde,Asia,2020-04-10,0.018
IND,Inde,Asia,2020-04-11,0.021
IND,Inde,Asia,2020-04-12,0.024
IND,Inde,Asia,2020-04-13,0.023
IND,Inde,Asia,2020-04-14,0.025
IND,Inde,Asia,2020-04-15,0.023
IND,Inde,Asia,2020-04-16,0.023
IND,Inde,Asia,2020-04-17,0.025
IND,Inde,Asia,2020-04-18,0.024
IND,Inde,Asia,2020-04-19,0.024
IND,Inde,Asia,2020-04-20,0.024
IND,Inde,Asia,2020-04-21,0.026
IND,Inde,Asia,2020-04-22,0.029
IND,Inde,Asia,2020-04-23,0.028
IND,Inde,Asia,2020-04-24,0.03
IND,Inde,Asia,2020-04-25,0.031
IND,Inde,Asia,2020-04-26,0.033
IND,Inde,Asia,2020-04-27,0.036
IND,Inde,Asia,2020-04-28,0.038
IND,Inde,Asia,2020-04-29,0.041
IND,Inde,Asia,2020-04-30,0.045
IND,Inde,Asia,2020-05-01,0.046
IND,Inde,Asia,2020-05-02,0.052
IND,Inde,Asia,2020-05-03,0.053
IND,Inde,Asia,2020-05-04,0.065
IND,Inde,Asia,2020-05-05,0.071
IND,Inde,Asia,2020-05-06,0.073
IND,Inde,Asia,2020-05-07,0.076
IND,Inde,Asia,2020-05-08,0.079
IND,Inde,Asia,2020-05-09,0.081
IND,Inde,Asia,2020-05-10,0.085
IND,Inde,Asia,2020-05-11,0.075
IND,Inde,Asia,2020-05-12,0.075
IND,Inde,Asia,2020-05-13,0.079
IND,Inde,Asia,2020-05-14,0.079
IND,Inde,Asia,2020-05-15,0.08
IND,Inde,Asia,2020-05-16,0.08
IND,Inde,Asia,2020-05-17,0.084
IND,Inde,Asia,2020-05-18,0.089
IND,Inde,Asia,2020-05-19,0.092
IND,Inde,Asia,2020-05-20,0.091
IND,Inde,Asia,2020-05-21,0.097
IND,Inde,Asia,2020-05-22,0.101
IND,Inde,Asia,2020-05-23,0.103
IND,Inde,Asia,2020-05-24,0.103
IND,Inde,Asia,2020-05-25,0.105
IND,Inde,Asia,2020-05-26,0.108
IND,Inde,Asia,2020-05-27,0.114
IND,Inde,Asia,2020-05-28,0.117
IND,Inde,Asia,2020-05-29,0.13
IND,Inde,Asia,2020-05-30,0.136
IND,Inde,Asia,2020-05-31,0.143
IND,Inde,Asia,2020-06-01,0.149
IND,Inde,Asia,2020-06-02,0.154
IND,Inde,Asia,2020-06-03,0.161
IND,Inde,Asia,2020-06-04,0.171
IND,Inde,Asia,2020-06-05,0.173
IND,Inde,Asia,2020-06-06,0.182
IND,Inde,Asia,2020-06-07,0.186
IND,Inde,Asia,2020-06-08,0.193
IND,Inde,Asia,2020-06-09,0.199
IND,Inde,Asia,2020-06-10,0.208
IND,Inde,Asia,2020-06-11,0.221
IND,Inde,Asia,2020-06-12,0.231
IND,Inde,Asia,2020-06-13,0.233
IND,Inde,Asia,2020-06-14,0.239
IND,Inde,Asia,2020-06-15,0.251
IND,Inde,Asia,2020-06-16,0.43
IND,Inde,Asia,2020-06-17,0.428
IND,Inde,Asia,2020-06-18,0.422
IND,Inde,Asia,2020-06-19,0.421
IND,Inde,Asia,2020-06-20,0.42
IND,Inde,Asia,2020-06-21,0.433
IND,Inde,Asia,2020-06-22,0.426
IND,Inde,Asia,2020-06-23,0.266
IND,Inde,Asia,2020-06-24,0.275
IND,Inde,Asia,2020-06-25,0.282
IND,Inde,Asia,2020-06-26,0.283
IND,Inde,Asia,2020-06-27,0.294
IND,Inde,Asia,2020-06-28,0.287
IND,Inde,Asia,2020-06-29,0.298
IND,Inde,Asia,2020-06-30,0.303
IND,Inde,Asia,2020-07-01,0.304
IND,Inde,Asia,2020-07-02,0.301
IND,Inde,Asia,2020-07-03,0.307
IND,Inde,Asia,2020-07-04,0.328
IND,Inde,Asia,2020-07-05,0.333
IND,Inde,Asia,2020-07-06,0.338
IND,Inde,Asia,2020-07-07,0.336
IND,Inde,Asia,2020-07-08,0.341
IND,Inde,Asia,2020-07-09,0.351
IND,Inde,Asia,2020-07-10,0.359
IND,Inde,Asia,2020-07-11,0.352
IND,Inde,Asia,2020-07-12,0.36
IND,Inde,Asia,2020-07-13,0.369
IND,Inde,Asia,2020-07-14,0.38
IND,Inde,Asia,2020-07-15,0.392
IND,Inde,Asia,2020-07-16,0.414
IND,Inde,Asia,2020-07-17,0.43
IND,Inde,Asia,2020-07-18,0.429
IND,Inde,Asia,2020-07-19,0.448
IND,Inde,Asia,2020-07-20,0.451
IND,Inde,Asia,2020-07-21,0.458
IND,Inde,Asia,2020-07-22,0.512
IND,Inde,Asia,2020-07-23,0.517
IND,Inde,Asia,2020-07-24,0.526
IND,Inde,Asia,2020-07-25,0.543
IND,Inde,Asia,2020-07-26,0.546
IND,Inde,Asia,2020-07-27,0.551
IND,Inde,Asia,2020-07-28,0.565
IND,Inde,Asia,2020-07-29,0.527
IND,Inde,Asia,2020-07-30,0.53
IND,Inde,Asia,2020-07-31,0.533
IND,Inde,Asia,2020-08-01,0.549
IND,Inde,Asia,2020-08-02,0.555
IND,Inde,Asia,2020-08-03,0.572
IND,Inde,Asia,2020-08-04,0.58
IND,Inde,Asia,2020-08-05,0.595
IND,Inde,Asia,2020-08-06,0.607
IND,Inde,Asia,2020-08-07,0.622
IND,Inde,Asia,2020-08-08,0.623
IND,Inde,Asia,2020-08-09,0.647
IND,Inde,Asia,2020-08-10,0.654
IND,Inde,Asia,2020-08-11,0.652
IND,Inde,Asia,2020-08-12,0.656
IND,Inde,Asia,2020-08-13,0.668
IND,Inde,Asia,2020-08-14,0.675
IND,Inde,Asia,2020-08-15,0.683
IND,Inde,Asia,2020-08-16,0.676
IND,Inde,Asia,2020-08-17,0.677
IND,Inde,Asia,2020-08-18,0.704
IND,Inde,Asia,2020-08-19,0.707
IND,Inde,Asia,2020-08-20,0.705
IND,Inde,Asia,2020-08-21,0.7
IND,Inde,Asia,2020-08-22,0.696
IND,Inde,Asia,2020-08-23,0.685
IND,Inde,Asia,2020-08-24,0.683
IND,Inde,Asia,2020-08-25,0.67
IND,Inde,Asia,2020-08-26,0.684
IND,Inde,Asia,2020-08-27,0.692
IND,Inde,Asia,2020-08-28,0.699
IND,Inde,Asia,2020-08-29,0.703
IND,Inde,Asia,2020-08-30,0.717
IND,Inde,Asia,2020-08-31,0.714
IND,Inde,Asia,2020-09-01,0.722
IND,Inde,Asia,2020-09-02,0.715
IND,Inde,Asia,2020-09-03,0.719
IND,Inde,Asia,2020-09-04,0.726
IND,Inde,Asia,2020-09-05,0.738
IND,Inde,Asia,2020-09-06,0.743
IND,Inde,Asia,2020-09-07,0.775
IND,Inde,Asia,2020-09-08,0.782
IND,Inde,Asia,2020-09-09,0.796
IND,Inde,Asia,2020-09-10,0.807
IND,Inde,Asia,2020-09-11,0.819
IND,Inde,Asia,2020-09-12,0.824
IND,Inde,Asia,2020-09-13,0.836
IND,Inde,Asia,2020-09-14,0.828
IND,Inde,Asia,2020-09-15,0.846
IND,Inde,Asia,2020-09-16,0.842
IND,Inde,Asia,2020-09-17,0.839
IND,Inde,Asia,2020-09-18,0.843
IND,Inde,Asia,2020-09-19,0.845
IND,Inde,Asia,2020-09-20,0.845
IND,Inde,Asia,2020-09-21,0.845
IND,Inde,Asia,2020-09-22,0.823
IND,Inde,Asia,2020-09-23,0.823
IND,Inde,Asia,2020-09-24,0.82
IND,Inde,Asia,2020-09-25,0.803
IND,Inde,Asia,2020-09-26,0.802
IND,Inde,Asia,2020-09-27,0.793
IND,Inde,Asia,2020-09-28,0.764
IND,Inde,Asia,2020-09-29,0.774
IND,Inde,Asia,2020-09-30,0.779
IND,Inde,Asia,2020-10-01,0.775
IND,Inde,Asia,2020-10-02,0.773
IND,Inde,Asia,2020-10-03,0.754
IND,Inde,Asia,2020-10-04,0.739
IND,Inde,Asia,2020-10-05,0.751
IND,Inde,Asia,2020-10-06,0.731
IND,Inde,Asia,2020-10-07,0.709
IND,Inde,Asia,2020-10-08,0.695
IND,Inde,Asia,2020-10-09,0.681
IND,Inde,Asia,2020-10-10,0.678
IND,Inde,Asia,2020-10-11,0.669
IND,Inde,Asia,2020-10-12,0.651
IND,Inde,Asia,2020-10-13,0.624
IND,Inde,Asia,2020-10-14,0.594
IND,Inde,Asia,2020-10-15,0.587
IND,Inde,Asia,2020-10-16,0.578
IND,Inde,Asia,2020-10-17,0.59
IND,Inde,Asia,2020-10-18,0.565
IND,Inde,Asia,2020-10-19,0.553
IND,Inde,Asia,2020-10-20,0.552
IND,Inde,Asia,2020-10-21,0.554
IND,Inde,Asia,2020-10-22,0.533
IND,Inde,Asia,2020-10-23,0.513
IND,Inde,Asia,2020-10-24,0.466
IND,Inde,Asia,2020-10-25,0.456
IND,Inde,Asia,2020-10-26,0.446
IND,Inde,Asia,2020-10-27,0.424
IND,Inde,Asia,2020-10-28,0.405
IND,Inde,Asia,2020-10-29,0.392
IND,Inde,Asia,2020-10-30,0.381
IND,Inde,Asia,2020-10-31,0.37
IND,Inde,Asia,2020-11-01,0.372
IND,Inde,Asia,2020-11-02,0.372
IND,Inde,Asia,2020-11-03,0.373
IND,Inde,Asia,2020-11-04,0.392
IND,Inde,Asia,2020-11-05,0.403
IND,Inde,Asia,2020-11-06,0.406
IND,Inde,Asia,2020-11-07,0.415
IND,Inde,Asia,2020-11-08,0.414
IND,Inde,Asia,2020-11-09,0.41
IND,Inde,Asia,2020-11-10,0.41
IND,Inde,Asia,2020-11-11,0.394
IND,Inde,Asia,2020-11-12,0.381
IND,Inde,Asia,2020-11-13,0.375
IND,Inde,Asia,2020-11-14,0.364
IND,Inde,Asia,2020-11-15,0.358
IND,Inde,Asia,2020-11-16,0.358
IND,Inde,Asia,2020-11-17,0.354
IND,Inde,Asia,2020-11-18,0.358
IND,Inde,Asia,2020-11-19,0.362
IND,Inde,Asia,2020-11-20,0.366
IND,Inde,Asia,2020-11-21,0.372
IND,Inde,Asia,2020-11-22,0.38
IND,Inde,Asia,2020-11-23,0.383
IND,Inde,Asia,2020-11-24,0.384
IND,Inde,Asia,2020-11-25,0.377
IND,Inde,Asia,2020-11-26,0.368
IND,Inde,Asia,2020-11-27,0.36
IND,Inde,Asia,2020-11-28,0.359
IND,Inde,Asia,2020-11-29,0.352
IND,Inde,Asia,2020-11-30,0.352
IND,Inde,Asia,2020-12-01,0.354
IND,Inde,Asia,2020-12-02,0.355
IND,Inde,Asia,2020-12-03,0.36
IND,Inde,Asia,2020-12-04,0.362
IND,Inde,Asia,2020-12-05,0.361
IND,Inde,Asia,2020-12-06,0.355
IND,Inde,Asia,2020-12-07,0.345
IND,Inde,Asia,2020-12-08,0.335
IND,Inde,Asia,2020-12-09,0.323
IND,Inde,Asia,2020-12-10,0.31
IND,Inde,Asia,2020-12-11,0.303
IND,Inde,Asia,2020-12-12,0.294
IND,Inde,Asia,2020-12-13,0.288
IND,Inde,Asia,2020-12-14,0.285
IND,Inde,Asia,2020-12-15,0.283
IND,Inde,Asia,2020-12-16,0.277
IND,Inde,Asia,2020-12-17,0.27
IND,Inde,Asia,2020-12-18,0.26
IND,Inde,Asia,2020-12-19,0.254
IND,Inde,Asia,2020-12-20,0.254
IND,Inde,Asia,2020-12-21,0.249
IND,Inde,Asia,2020-12-22,0.243
IND,Inde,Asia,2020-12-23,0.239
IND,Inde,Asia,2020-12-24,0.238
IND,Inde,Asia,2020-12-25,0.228
IND,Inde,Asia,2020-12-26,0.222
IND,Inde,Asia,2020-12-27,0.216
IND,Inde,Asia,2020-12-28,0.211
IND,Inde,Asia,2020-12-29,0.207
IND,Inde,Asia,2020-12-30,0.205
IND,Inde,Asia,2020-12-31,0.17
IND,Inde,Asia,2021-01-01,0.171
IND,Inde,Asia,2021-01-02,0.188
IND,Inde,Asia,2021-01-03,0.181
IND,Inde,Asia,2021-01-04,0.176
IND,Inde,Asia,2021-01-05,0.173
IND,Inde,Asia,2021-01-06,0.165
IND,Inde,Asia,2021-01-07,0.19
IND,Inde,Asia,2021-01-08,0.163
IND,Inde,Asia,2021-01-09,0.162
IND,Inde,Asia,2021-01-10,0.156
IND,Inde,Asia,2021-01-11,0.153
IND,Inde,Asia,2021-01-12,0.146
IND,Inde,Asia,2021-01-13,0.144
IND,Inde,Asia,2021-01-14,0.14
IND,Inde,Asia,2021-01-15,0.158
IND,Inde,Asia,2021-01-16,0.132
IND,Inde,Asia,2021-01-17,0.13
IND,Inde,Asia,2021-01-18,0.127
IND,Inde,Asia,2021-01-19,0.123
IND,Inde,Asia,2021-01-20,0.118
IND,Inde,Asia,2021-01-21,0.115
IND,Inde,Asia,2021-01-22,0.113
IND,Inde,Asia,2021-01-23,0.11
IND,Inde,Asia,2021-01-24,0.109
IND,Inde,Asia,2021-01-25,0.107
IND,Inde,Asia,2021-01-26,0.104
IND,Inde,Asia,2021-01-27,0.101
IND,Inde,Asia,2021-01-28,0.101
IND,Inde,Asia,2021-01-29,0.1
IND,Inde,Asia,2021-01-30,0.097
IND,Inde,Asia,2021-01-31,0.095
IND,Inde,Asia,2021-02-01,0.093
IND,Inde,Asia,2021-02-02,0.09
IND,Inde,Asia,2021-02-03,0.089
IND,Inde,Asia,2021-02-04,0.084
IND,Inde,Asia,2021-02-05,0.08
IND,Inde,Asia,2021-02-06,0.075
IND,Inde,Asia,2021-02-07,0.071
IND,Inde,Asia,2021-02-08,0.07
IND,Inde,Asia,2021-02-09,0.068
IND,Inde,Asia,2021-02-10,0.068
IND,Inde,Asia,2021-02-11,0.065
IND,Inde,Asia,2021-02-12,0.065
IND,Inde,Asia,2021-02-13,0.067
IND,Inde,Asia,2021-02-14,0.067
IND,Inde,Asia,2021-02-15,0.068
IND,Inde,Asia,2021-02-16,0.068
IND,Inde,Asia,2021-02-17,0.068
IND,Inde,Asia,2021-02-18,0.069
IND,Inde,Asia,2021-02-19,0.069
IND,Inde,Asia,2021-02-20,0.068
IND,Inde,Asia,2021-02-21,0.068
IND,Inde,Asia,2021-02-22,0.067
IND,Inde,Asia,2021-02-23,0.068
IND,Inde,Asia,2021-02-24,0.072
IND,Inde,Asia,2021-02-25,0.074
IND,Inde,Asia,2021-02-26,0.075
IND,Inde,Asia,2021-02-27,0.078
IND,Inde,Asia,2021-02-28,0.08
IND,Inde,Asia,2021-03-01,0.081
IND,Inde,Asia,2021-03-02,0.081
IND,Inde,Asia,2021-03-03,0.076
IND,Inde,Asia,2021-03-04,0.075
IND,Inde,Asia,2021-03-05,0.074
IND,Inde,Asia,2021-03-06,0.073
IND,Inde,Asia,2021-03-07,0.072
IND,Inde,Asia,2021-03-08,0.071
IND,Inde,Asia,2021-03-09,0.074
IND,Inde,Asia,2021-03-10,0.078
IND,Inde,Asia,2021-03-11,0.078
IND,Inde,Asia,2021-03-12,0.082
IND,Inde,Asia,2021-03-13,0.088
IND,Inde,Asia,2021-03-14,0.09
IND,Inde,Asia,2021-03-15,0.096
IND,Inde,Asia,2021-03-16,0.102
IND,Inde,Asia,2021-03-17,0.106
IND,Inde,Asia,2021-03-18,0.11
IND,Inde,Asia,2021-03-19,0.115
IND,Inde,Asia,2021-03-20,0.119
IND,Inde,Asia,2021-03-21,0.129
IND,Inde,Asia,2021-03-22,0.136
IND,Inde,Asia,2021-03-23,0.145
IND,Inde,Asia,2021-03-24,0.153
IND,Inde,Asia,2021-03-25,0.163
IND,Inde,Asia,2021-03-26,0.174
IND,Inde,Asia,2021-03-27,0.186
IND,Inde,Asia,2021-03-28,0.194
IND,Inde,Asia,2021-03-29,0.202
IND,Inde,Asia,2021-03-30,0.21
IND,Inde,Asia,2021-03-31,0.231
IND,Inde,Asia,2021-04-01,0.253
IND,Inde,Asia,2021-04-02,0.297
IND,Inde,Asia,2021-04-03,0.318
IND,Inde,Asia,2021-04-04,0.337
IND,Inde,Asia,2021-04-05,0.355
IND,Inde,Asia,2021-04-06,0.384
IND,Inde,Asia,2021-04-07,0.407
IND,Inde,Asia,2021-04-08,0.44
IND,Inde,Asia,2021-04-09,0.448
IND,Inde,Asia,2021-04-10,0.482
IND,Inde,Asia,2021-04-11,0.526
IND,Inde,Asia,2021-04-12,0.57
IND,Inde,Asia,2021-04-13,0.612
